item_id,movie_name_x,movie_type,movie_name_y,dbpedia_link,kg_id
766,I Shot Andy Warhol (1996),Drama,I Shot Andy Warhol (1996),http://dbpedia.org/resource/I_Shot_Andy_Warhol,11918
767,"Grass Harp, The (1995)",Drama,"Grass Harp, The (1995)",http://dbpedia.org/resource/The_Grass_Harp_(film),9572
777,Pharaoh's Army (1995),War,Pharaoh's Army (1995),http://dbpedia.org/resource/Pharaoh's_Army,2685
778,Trainspotting (1996),Drama,Trainspotting (1996),http://dbpedia.org/resource/Trainspotting_(film),11404
779,'Til There Was You (1997),Drama|Romance,'Til There Was You (1997),http://dbpedia.org/resource/'Til_There_Was_You,1605
781,Stealing Beauty (1996),Drama,Stealing Beauty (1996),http://dbpedia.org/resource/Stealing_Beauty,5474
782,"Fan, The (1996)",Thriller,"Fan, The (1996)",http://dbpedia.org/resource/The_Fan_(1996_film),2867
783,"Hunchback of Notre Dame, The (1996)",Animation|Children's|Musical,"Hunchback of Notre Dame, The (1996)",http://dbpedia.org/resource/The_Hunchback_of_Notre_Dame_(1996_film),6306
784,"Cable Guy, The (1996)",Comedy,"Cable Guy, The (1996)",http://dbpedia.org/resource/Larry_the_Cable_Guy:_Health_Inspector,14455
785,Kingpin (1996),Comedy,Kingpin (1996),http://dbpedia.org/resource/Kingpin,5945
786,Eraser (1996),Action|Thriller,Eraser (1996),http://dbpedia.org/resource/Eraser_(film),5334
787,"Gate of Heavenly Peace, The (1995)",Documentary,"Gate of Heavenly Peace, The (1995)",http://dbpedia.org/resource/The_Gate_of_Heavenly_Peace,12338
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,"Nutty Professor, The (1996)",http://dbpedia.org/resource/The_Nutty_Professor_(1996_film),11490
790,An Unforgettable Summer (1994),Drama,An Unforgettable Summer (1994),http://dbpedia.org/resource/An_Unforgettable_Summer,10877
792,"Hungarian Fairy Tale, A (1987)",Fantasy,"Hungarian Fairy Tale, A (1987)",http://dbpedia.org/resource/A_Hungarian_Fairy_Tale,13002
796,"Very Natural Thing, A (1974)",Drama,"Very Natural Thing, A (1974)",http://dbpedia.org/resource/A_Very_Natural_Thing,12719
798,Daylight (1996),Action|Adventure|Thriller,Daylight (1996),http://dbpedia.org/resource/Daylight_(film),7110
799,"Frighteners, The (1996)",Comedy|Horror,"Frighteners, The (1996)",http://dbpedia.org/resource/The_Frighteners,4813
800,Lone Star (1996),Drama|Mystery,Lone Star (1996),http://dbpedia.org/resource/Lone_Star_(1996_film),458
801,Harriet the Spy (1996),Children's|Comedy,Harriet the Spy (1996),http://dbpedia.org/resource/Harriet_the_Spy_(film),3587
802,Phenomenon (1996),Drama|Romance,Phenomenon (1996),http://dbpedia.org/resource/Phenomenon_(film),9054
803,Walking and Talking (1996),Romance,Walking and Talking (1996),http://dbpedia.org/resource/Walking_and_Talking,12374
804,She's the One (1996),Comedy|Romance,She's the One (1996),http://dbpedia.org/resource/She's_the_One,4265
805,"Time to Kill, A (1996)",Drama,"Time to Kill, A (1996)",http://dbpedia.org/resource/A_Time_to_Kill_(1996_film),1116
806,American Buffalo (1996),Drama,American Buffalo (1996),http://dbpedia.org/resource/American_Buffalo_(film),2512
808,Alaska (1996),Adventure|Children's,Alaska (1996),http://dbpedia.org/resource/Alaska_(1996_film),2275
809,Fled (1996),Action|Adventure,Fled (1996),http://dbpedia.org/resource/Fled,9965
810,Kazaam (1996),Children's|Comedy|Fantasy,Kazaam (1996),http://dbpedia.org/resource/Kazaam,9707
811,"Bewegte Mann, Der (1994)",Comedy,"Bewegte Mann, Der (1994)",http://dbpedia.org/resource/Der_bewegte_Mann,13191
860,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",http://dbpedia.org/resource/Der_bewegte_Mann,13191
813,Larger Than Life (1996),Comedy,Larger Than Life (1996),http://dbpedia.org/resource/Larger_than_Life_(film),2023
814,"Boy Called Hate, A (1995)",Drama,"Boy Called Hate, A (1995)",http://dbpedia.org/resource/A_Boy_Called_Hate,8599
815,Power 98 (1995),Action|Mystery|Thriller,Power 98 (1995),http://dbpedia.org/resource/Power_98_(film),7015
816,Two Deaths (1995),Drama,Two Deaths (1995),http://dbpedia.org/resource/Two_Deaths,9940
818,"Very Brady Sequel, A (1996)",Comedy,"Very Brady Sequel, A (1996)",http://dbpedia.org/resource/A_Very_Brady_Sequel,8775
822,Hedd Wyn (1992),Drama,Hedd Wyn (1992),http://dbpedia.org/resource/Hedd_Wyn_(film),9753
823,"Collectionneuse, La (1967)",Drama,"Collectionneuse, La (1967)",http://dbpedia.org/resource/La_Collectionneuse,10423
824,Kaspar Hauser (1993),Drama,Kaspar Hauser (1993),http://dbpedia.org/resource/The_Enigma_of_Kaspar_Hauser,4184
828,"Adventures of Pinocchio, The (1996)",Adventure|Children's,"Adventures of Pinocchio, The (1996)",http://dbpedia.org/resource/The_Adventures_of_Pinocchio_(1996_film),7372
829,Joe's Apartment (1996),Comedy|Musical,Joe's Apartment (1996),http://dbpedia.org/resource/Joe's_Apartment,12240
830,"First Wives Club, The (1996)",Comedy,"First Wives Club, The (1996)",http://dbpedia.org/resource/The_First_Wives_Club,4899
831,Stonewall (1995),Drama,Stonewall (1995),http://dbpedia.org/resource/Stonewall_(1995_film),7787
832,Ransom (1996),Drama|Thriller,Ransom (1996),http://dbpedia.org/resource/Ransom_(1996_film),12773
833,High School High (1996),Comedy,High School High (1996),http://dbpedia.org/resource/High_School_High,11894
834,Phat Beach (1996),Comedy,Phat Beach (1996),http://dbpedia.org/resource/Phat_Beach,2820
835,Foxfire (1996),Drama,Foxfire (1996),http://dbpedia.org/resource/Foxfire_(1996_film),13097
836,Chain Reaction (1996),Action|Adventure|Thriller,Chain Reaction (1996),http://dbpedia.org/resource/Chain_Reaction_(film),5744
837,Matilda (1996),Children's|Comedy,Matilda (1996),http://dbpedia.org/resource/Matilda_(1996_film),8289
838,Emma (1996),Comedy|Drama|Romance,Emma (1996),http://dbpedia.org/resource/Emma,2002
839,"Crow: City of Angels, The (1996)",Action|Thriller,"Crow: City of Angels, The (1996)",http://dbpedia.org/resource/The_Crow:_City_of_Angels,12381
840,House Arrest (1996),Comedy,House Arrest (1996),http://dbpedia.org/resource/House_Arrest_(film),13421
841,Eyes Without a Face (1959),Horror,Eyes Without a Face (1959),http://dbpedia.org/resource/Eyes_Without_a_Face,10871
842,Tales from the Crypt Presents: Bordello of Blood (1996),Horror,Tales from the Crypt Presents: Bordello of Blood (1996),http://dbpedia.org/resource/Bordello_of_Blood,3764
846,Flirt (1995),Drama,Flirt (1995),http://dbpedia.org/resource/Flirt_(1995_film),4972
848,"Spitfire Grill, The (1996)",Drama,"Spitfire Grill, The (1996)",http://dbpedia.org/resource/The_Spitfire_Grill,7928
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,Escape from L.A. (1996),http://dbpedia.org/resource/Escape_from_L.A.,12718
850,Cyclo (1995),Crime|Drama,Cyclo (1995),http://dbpedia.org/resource/Cyclo_(film),1572
851,Basquiat (1996),Drama,Basquiat (1996),http://dbpedia.org/resource/Basquiat_(film),492
852,Tin Cup (1996),Comedy|Romance,Tin Cup (1996),http://dbpedia.org/resource/Tin_Cup,7907
853,Dingo (1992),Drama,Dingo (1992),http://dbpedia.org/resource/Dingo_(film),9634
858,"Godfather, The (1972)",Action|Crime|Drama,"Godfather, The (1972)",http://dbpedia.org/resource/Godfather_(1991_film),7212
861,Supercop (1992),Action|Thriller,Supercop (1992),http://dbpedia.org/resource/Once_a_Cop,4842
862,Manny & Lo (1996),Drama,Manny & Lo (1996),http://dbpedia.org/resource/Manny_&_Lo,7950
864,"Wife, The (1995)",Comedy|Drama,"Wife, The (1995)",http://dbpedia.org/resource/The_Time_Traveler's_Wife_(film),145
865,Small Faces (1995),Drama,Small Faces (1995),http://dbpedia.org/resource/Small_Faces_(film),5087
867,Carpool (1996),Comedy|Crime,Carpool (1996),http://dbpedia.org/resource/Carpool_(film),3332
868,Death in Brunswick (1991),Comedy,Death in Brunswick (1991),http://dbpedia.org/resource/Death_in_Brunswick,10510
869,Kansas City (1996),Crime,Kansas City (1996),http://dbpedia.org/resource/Kansas_City_(film),5528
870,Gone Fishin' (1997),Comedy,Gone Fishin' (1997),http://dbpedia.org/resource/Gone_Fishin'_(film),11789
872,Aiqing wansui (1994),Drama,Aiqing wansui (1994),http://dbpedia.org/resource/Vive_L'Amour,13180
873,Shadow of Angels (Schatten der Engel) (1976),Drama,Shadow of Angels (Schatten der Engel) (1976),http://dbpedia.org/resource/Shadow_of_Angels,10070
875,Nothing to Lose (1994),Drama,Nothing to Lose (1994),http://dbpedia.org/resource/Nothing_to_Lose_(1997_film),13303
877,Girls Town (1996),Drama,Girls Town (1996),http://dbpedia.org/resource/Girls_Town_(1996_film),6096
878,Bye-Bye (1995),Drama,Bye-Bye (1995),http://dbpedia.org/resource/Bye_Bye_Monkey,12958
879,"Relic, The (1997)",Horror,"Relic, The (1997)",http://dbpedia.org/resource/The_Relic_(film),9137
880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,"Island of Dr. Moreau, The (1996)",http://dbpedia.org/resource/The_Island_of_Dr._Moreau_(1996_film),2907
881,First Kid (1996),Children's|Comedy,First Kid (1996),http://dbpedia.org/resource/First_Kid,14405
882,"Trigger Effect, The (1996)",Drama|Thriller,"Trigger Effect, The (1996)",http://dbpedia.org/resource/The_Trigger_Effect,13179
884,Sweet Nothing (1995),Drama,Sweet Nothing (1995),http://dbpedia.org/resource/Sweet_Nothings,2055
885,Bogus (1996),Children's|Drama|Fantasy,Bogus (1996),http://dbpedia.org/resource/Bogus_(film),8630
886,Bulletproof (1996),Action,Bulletproof (1996),http://dbpedia.org/resource/Bulletproof_(1996_film),8428
887,Talk of Angels (1998),Drama,Talk of Angels (1998),http://dbpedia.org/resource/Talk_of_Angels,7549
888,Land Before Time III: The Time of the Great Giving (1995),Animation|Children's,Land Before Time III: The Time of the Great Giving (1995),http://dbpedia.org/resource/The_Land_Before_Time_III:_The_Time_of_the_Great_Giving,4557
889,1-900 (1994),Romance,1-900 (1994),http://dbpedia.org/resource/1-900_(film),8614
891,Halloween: The Curse of Michael Myers (1995),Horror|Thriller,Halloween: The Curse of Michael Myers (1995),http://dbpedia.org/resource/Halloween:_The_Curse_of_Michael_Myers,3051
892,Twelfth Night (1996),Comedy|Drama|Romance,Twelfth Night (1996),http://dbpedia.org/resource/Twelfth_Night_(1955_film),6970
893,Mother Night (1996),Drama,Mother Night (1996),http://dbpedia.org/resource/Mother_Night_(film),13128
894,Liebelei (1933),Romance,Liebelei (1933),http://dbpedia.org/resource/Liebelei_(film),6070
895,Venice/Venice (1992),Drama,Venice/Venice (1992),http://dbpedia.org/resource/Venice/Venice,11149
896,Wild Reeds (1994),Drama,Wild Reeds (1994),http://dbpedia.org/resource/Wild_Reeds,10406
897,For Whom the Bell Tolls (1943),Adventure|War,For Whom the Bell Tolls (1943),http://dbpedia.org/resource/For_Whom_the_Bell_Tolls_(film),12451
898,"Philadelphia Story, The (1940)",Comedy|Romance,"Philadelphia Story, The (1940)",http://dbpedia.org/resource/The_Philadelphia_Story_(film),9808
899,Singin' in the Rain (1952),Musical|Romance,Singin' in the Rain (1952),http://dbpedia.org/resource/Singin'_in_the_Rain,13584
900,"American in Paris, An (1951)",Musical|Romance,"American in Paris, An (1951)",http://dbpedia.org/resource/An_American_in_Paris_(film),13409
901,Funny Face (1957),Comedy|Musical,Funny Face (1957),http://dbpedia.org/resource/Funny_Face,13665
902,Breakfast at Tiffany's (1961),Drama|Romance,Breakfast at Tiffany's (1961),http://dbpedia.org/resource/Breakfast_at_Tiffany's_(film),5364
903,Vertigo (1958),Mystery|Thriller,Vertigo (1958),http://dbpedia.org/resource/Vertigo_(film),858
904,Rear Window (1954),Mystery|Thriller,Rear Window (1954),http://dbpedia.org/resource/Rear_Window_(1998_film),7976
905,It Happened One Night (1934),Comedy,It Happened One Night (1934),http://dbpedia.org/resource/It_Happened_One_Night,4881
907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance,"Gay Divorcee, The (1934)",http://dbpedia.org/resource/The_Gay_Divorcee,3773
908,North by Northwest (1959),Drama|Thriller,North by Northwest (1959),http://dbpedia.org/resource/North_by_Northwest,11975
909,"Apartment, The (1960)",Comedy|Drama,"Apartment, The (1960)",http://dbpedia.org/resource/Apartment_for_Peggy,2822
910,Some Like It Hot (1959),Comedy|Crime,Some Like It Hot (1959),http://dbpedia.org/resource/Some_Like_It_Hot_(1939_film),11903
912,Casablanca (1942),Drama|Romance|War,Casablanca (1942),http://dbpedia.org/resource/Casablanca_(film),10992
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,"Maltese Falcon, The (1941)",http://dbpedia.org/resource/The_Maltese_Falcon_(1941_film),12203
914,My Fair Lady (1964),Musical|Romance,My Fair Lady (1964),http://dbpedia.org/resource/My_Fair_Lady_(film),5085
915,Sabrina (1954),Comedy|Romance,Sabrina (1954),http://dbpedia.org/resource/Sabrina_(1954_film),6836
916,Roman Holiday (1953),Comedy|Romance,Roman Holiday (1953),http://dbpedia.org/resource/Roman_Holiday_(1987_film),3344
918,Meet Me in St. Louis (1944),Musical,Meet Me in St. Louis (1944),http://dbpedia.org/resource/Meet_Me_in_St._Louis,14531
919,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,"Wizard of Oz, The (1939)",http://dbpedia.org/resource/Wizard_of_Oz_(1925_film),10968
920,Gone with the Wind (1939),Drama|Romance|War,Gone with the Wind (1939),http://dbpedia.org/resource/Gone_with_the_Wind_(film),1915
921,My Favorite Year (1982),Comedy,My Favorite Year (1982),http://dbpedia.org/resource/My_Favorite_Year,10240
923,Citizen Kane (1941),Drama,Citizen Kane (1941),http://dbpedia.org/resource/Citizen_Kane,4401
924,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,2001: A Space Odyssey (1968),http://dbpedia.org/resource/2001:_A_Space_Odyssey_(film),2730
925,Golden Earrings (1947),Adventure|Romance,Golden Earrings (1947),http://dbpedia.org/resource/Golden_Earrings,8450
926,All About Eve (1950),Drama,All About Eve (1950),http://dbpedia.org/resource/All_About_Eve,4061
927,"Women, The (1939)",Comedy,"Women, The (1939)",http://dbpedia.org/resource/Women_in_Love_(film),8168
928,Rebecca (1940),Romance|Thriller,Rebecca (1940),http://dbpedia.org/resource/Rebecca_(1940_film),14544
929,Foreign Correspondent (1940),Thriller,Foreign Correspondent (1940),http://dbpedia.org/resource/Foreign_Correspondent_(film),5107
930,Notorious (1946),Film-Noir|Romance|Thriller,Notorious (1946),http://dbpedia.org/resource/Notorious_(1946_film),3750
931,Spellbound (1945),Mystery|Romance|Thriller,Spellbound (1945),http://dbpedia.org/resource/Spellbound_(1945_film),242
932,"Affair to Remember, An (1957)",Romance,"Affair to Remember, An (1957)",http://dbpedia.org/resource/An_Affair_to_Remember,12573
933,To Catch a Thief (1955),Comedy|Romance|Thriller,To Catch a Thief (1955),http://dbpedia.org/resource/To_Catch_a_Thief,13143
934,Father of the Bride (1950),Comedy,Father of the Bride (1950),http://dbpedia.org/resource/Father_of_the_Bride_(1950_film),5653
935,"Band Wagon, The (1953)",Comedy|Musical,"Band Wagon, The (1953)",http://dbpedia.org/resource/The_Band_Wagon,7233
936,Ninotchka (1939),Comedy|Romance,Ninotchka (1939),http://dbpedia.org/resource/Ninotchka,7314
937,Love in the Afternoon (1957),Comedy|Romance,Love in the Afternoon (1957),http://dbpedia.org/resource/Love_in_the_Afternoon_(1957_film),115
938,Gigi (1958),Musical,Gigi (1958),http://dbpedia.org/resource/Gigi_(1958_film),9644
939,"Reluctant Debutante, The (1958)",Comedy|Drama,"Reluctant Debutante, The (1958)",http://dbpedia.org/resource/The_Reluctant_Debutante_(film),1678
940,"Adventures of Robin Hood, The (1938)",Action|Adventure,"Adventures of Robin Hood, The (1938)",http://dbpedia.org/resource/The_Adventures_of_Robin_Hood_(film),9274
942,Laura (1944),Crime|Film-Noir|Mystery,Laura (1944),http://dbpedia.org/resource/Laura_(1944_film),1803
943,"Ghost and Mrs. Muir, The (1947)",Drama|Romance,"Ghost and Mrs. Muir, The (1947)",http://dbpedia.org/resource/The_Ghost_and_Mrs._Muir,3780
944,Lost Horizon (1937),Drama,Lost Horizon (1937),http://dbpedia.org/resource/Lost_Horizon_(1937_film),9633
945,Top Hat (1935),Comedy|Musical|Romance,Top Hat (1935),http://dbpedia.org/resource/Top_Hat,3605
948,Giant (1956),Drama,Giant (1956),http://dbpedia.org/resource/Giant_(1956_film),3030
949,East of Eden (1955),Drama,East of Eden (1955),http://dbpedia.org/resource/East_of_Eden_(film),13586
950,"Thin Man, The (1934)",Mystery,"Thin Man, The (1934)",http://dbpedia.org/resource/The_Thin_Man_Goes_Home,1122
952,Around the World in 80 Days (1956),Adventure|Comedy,Around the World in 80 Days (1956),http://dbpedia.org/resource/Around_the_World_in_80_Days_(1956_film),6203
953,It's a Wonderful Life (1946),Drama,It's a Wonderful Life (1946),http://dbpedia.org/resource/It's_a_Wonderful_Life_(1994_film),1044
954,Mr. Smith Goes to Washington (1939),Drama,Mr. Smith Goes to Washington (1939),http://dbpedia.org/resource/Mr._Smith_Goes_to_Washington,12629
955,Bringing Up Baby (1938),Comedy,Bringing Up Baby (1938),http://dbpedia.org/resource/Bringing_Up_Baby,7291
957,"Scarlet Letter, The (1926)",Drama,"Scarlet Letter, The (1926)",http://dbpedia.org/resource/The_Scarlet_Letter_(1926_film),1178
967,"Outlaw, The (1943)",Western,"Outlaw, The (1943)",http://dbpedia.org/resource/Outlaw_(2007_film),8296
968,Night of the Living Dead (1968),Horror|Sci-Fi,Night of the Living Dead (1968),http://dbpedia.org/resource/Night_of_the_Living_Dead_3D,1861
969,"African Queen, The (1951)",Action|Adventure|Romance|War,"African Queen, The (1951)",http://dbpedia.org/resource/The_African_Queen_(film),2328
971,Cat on a Hot Tin Roof (1958),Drama,Cat on a Hot Tin Roof (1958),http://dbpedia.org/resource/Cat_on_a_Hot_Tin_Roof_(film),4566
979,Nothing Personal (1995),Drama|War,Nothing Personal (1995),http://dbpedia.org/resource/Nothing_Personal_(2009_film),6489
980,In the Line of Duty 2 (1987),Action,In the Line of Duty 2 (1987),"http://dbpedia.org/resource/Yes,_Madam",7841
981,Dangerous Ground (1997),Drama,Dangerous Ground (1997),http://dbpedia.org/resource/Dangerous_Ground,12454
982,Picnic (1955),Drama,Picnic (1955),http://dbpedia.org/resource/Picnic_(1955_film),13461
983,Madagascar Skin (1995),Romance,Madagascar Skin (1995),http://dbpedia.org/resource/Madagascar_Skin,11841
984,"Pompatus of Love, The (1996)",Comedy|Drama,"Pompatus of Love, The (1996)",http://dbpedia.org/resource/The_Pompatus_of_Love,10099
985,Small Wonders (1996),Documentary,Small Wonders (1996),http://dbpedia.org/resource/Small_Wonders,13311
986,Fly Away Home (1996),Adventure|Children's,Fly Away Home (1996),http://dbpedia.org/resource/Fly_Away_Home,5557
987,Bliss (1997),Drama|Romance,Bliss (1997),http://dbpedia.org/resource/Bliss_(1985_film),6621
988,Grace of My Heart (1996),Comedy|Drama,Grace of My Heart (1996),http://dbpedia.org/resource/Grace_of_My_Heart,5770
989,Schlafes Bruder (Brother of Sleep) (1995),Drama,Schlafes Bruder (Brother of Sleep) (1995),http://dbpedia.org/resource/Brother_of_Sleep,4446
990,Maximum Risk (1996),Action|Adventure|Thriller,Maximum Risk (1996),http://dbpedia.org/resource/Maximum_Risk,10378
991,Michael Collins (1996),Drama|War,Michael Collins (1996),http://dbpedia.org/resource/Michael_Collins_(film),5942
992,"Rich Man's Wife, The (1996)",Thriller,"Rich Man's Wife, The (1996)",http://dbpedia.org/resource/The_Rich_Man's_Wife,4723
993,Infinity (1996),Drama,Infinity (1996),http://dbpedia.org/resource/Infinity_(film),9176
994,Big Night (1996),Drama,Big Night (1996),http://dbpedia.org/resource/Big_Night,4115
996,Last Man Standing (1996),Action|Drama|Western,Last Man Standing (1996),http://dbpedia.org/resource/Last_Man_Standing_(film),7681
997,Caught (1996),Drama|Thriller,Caught (1996),http://dbpedia.org/resource/Caught_(1949_film),4524
998,Set It Off (1996),Action|Crime,Set It Off (1996),http://dbpedia.org/resource/Set_It_Off,12417
999,2 Days in the Valley (1996),Crime,2 Days in the Valley (1996),http://dbpedia.org/resource/2_Days_in_the_Valley,2919
1000,Curdled (1996),Crime,Curdled (1996),http://dbpedia.org/resource/Curdled_(film),1313
1002,Ed's Next Move (1996),Comedy,Ed's Next Move (1996),http://dbpedia.org/resource/Ed's_Next_Move,9153
1003,Extreme Measures (1996),Drama|Thriller,Extreme Measures (1996),http://dbpedia.org/resource/Extreme_Measures,3226
1004,"Glimmer Man, The (1996)",Action|Thriller,"Glimmer Man, The (1996)",http://dbpedia.org/resource/The_Glimmer_Man,10746
1005,D3: The Mighty Ducks (1996),Children's|Comedy,D3: The Mighty Ducks (1996),http://dbpedia.org/resource/D3:_The_Mighty_Ducks,1062
1006,"Chamber, The (1996)",Drama,"Chamber, The (1996)",http://dbpedia.org/resource/The_Chamber_(film),5633
1007,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western,"Apple Dumpling Gang, The (1975)",http://dbpedia.org/resource/The_Apple_Dumpling_Gang_(film),10868
1008,"Davy Crockett, King of the Wild Frontier (1955)",Western,"Davy Crockett, King of the Wild Frontier (1955)","http://dbpedia.org/resource/Davy_Crockett,_King_of_the_Wild_Frontier",8440
1009,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy,Escape to Witch Mountain (1975),http://dbpedia.org/resource/Escape_to_Witch_Mountain_(1975_film),6083
1010,"Love Bug, The (1969)",Children's|Comedy,"Love Bug, The (1969)",http://dbpedia.org/resource/The_Love_Bug_(1925_film),13337
1011,Herbie Rides Again (1974),Adventure|Children's|Comedy,Herbie Rides Again (1974),http://dbpedia.org/resource/Herbie_Rides_Again,11514
1012,Old Yeller (1957),Children's|Drama,Old Yeller (1957),http://dbpedia.org/resource/Old_Yeller_(film),5316
1013,"Parent Trap, The (1961)",Children's|Drama,"Parent Trap, The (1961)",http://dbpedia.org/resource/The_Parent_Trap_(1961_film),3921
1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children's,Homeward Bound: The Incredible Journey (1993),http://dbpedia.org/resource/Homeward_Bound:_The_Incredible_Journey,13064
1016,"Shaggy Dog, The (1959)",Children's|Comedy,"Shaggy Dog, The (1959)",http://dbpedia.org/resource/The_Shaggy_Dog_(1959_film),11801
1017,Swiss Family Robinson (1960),Adventure|Children's,Swiss Family Robinson (1960),http://dbpedia.org/resource/Swiss_Family_Robinson_(1960_film),7828
1018,That Darn Cat! (1965),Children's|Comedy|Mystery,That Darn Cat! (1965),http://dbpedia.org/resource/That_Darn_Cat!,5414
1020,Cool Runnings (1993),Comedy,Cool Runnings (1993),http://dbpedia.org/resource/Cool_Runnings,13084
1021,Angels in the Outfield (1994),Children's|Comedy,Angels in the Outfield (1994),http://dbpedia.org/resource/Angels_in_the_Outfield_(1994_film),1136
1022,Cinderella (1950),Animation|Children's|Musical,Cinderella (1950),http://dbpedia.org/resource/Cinderella_(1950_film),4220
1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children's,Winnie the Pooh and the Blustery Day (1968),http://dbpedia.org/resource/Winnie_the_Pooh_and_the_Blustery_Day,14088
1024,"Three Caballeros, The (1945)",Animation|Children's|Musical,"Three Caballeros, The (1945)",http://dbpedia.org/resource/The_Three_Caballeros,1177
1025,"Sword in the Stone, The (1963)",Animation|Children's,"Sword in the Stone, The (1963)",http://dbpedia.org/resource/The_Sword_in_the_Stone_(film),11533
1026,So Dear to My Heart (1949),Children's|Drama,So Dear to My Heart (1949),http://dbpedia.org/resource/So_Dear_to_My_Heart,6653
1027,Robin Hood: Prince of Thieves (1991),Drama,Robin Hood: Prince of Thieves (1991),http://dbpedia.org/resource/Robin_Hood:_Prince_of_Thieves,7214
1028,Mary Poppins (1964),Children's|Comedy|Musical,Mary Poppins (1964),http://dbpedia.org/resource/Mary_Poppins_(film),5597
1029,Dumbo (1941),Animation|Children's|Musical,Dumbo (1941),http://dbpedia.org/resource/Dumbo,2196
1030,Pete's Dragon (1977),Adventure|Animation|Children's|Musical,Pete's Dragon (1977),http://dbpedia.org/resource/Pete's_Dragon,3924
1031,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical,Bedknobs and Broomsticks (1971),http://dbpedia.org/resource/Bedknobs_and_Broomsticks,12311
1032,Alice in Wonderland (1951),Animation|Children's|Musical,Alice in Wonderland (1951),http://dbpedia.org/resource/Alice_in_Wonderland_(1951_film),2968
1033,"Fox and the Hound, The (1981)",Animation|Children's,"Fox and the Hound, The (1981)",http://dbpedia.org/resource/The_Fox_and_the_Hound_2,9852
1034,Freeway (1996),Crime,Freeway (1996),http://dbpedia.org/resource/Freeway_(1996_film),12325
1035,"Sound of Music, The (1965)",Musical,"Sound of Music, The (1965)",http://dbpedia.org/resource/The_Sound_of_Music_(film),11238
1036,Die Hard (1988),Action|Thriller,Die Hard (1988),http://dbpedia.org/resource/Die_Hard,13061
1037,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller,"Lawnmower Man, The (1992)",http://dbpedia.org/resource/The_Lawnmower_Man_(film),11398
1038,Unhook the Stars (1996),Drama,Unhook the Stars (1996),http://dbpedia.org/resource/Unhook_the_Stars,14084
1040,"Secret Agent, The (1996)",Drama,"Secret Agent, The (1996)",http://dbpedia.org/resource/The_Secret_Agent_(film),9036
1041,Secrets & Lies (1996),Drama,Secrets & Lies (1996),http://dbpedia.org/resource/Secrets_of_the_Furious_Five,13446
1042,That Thing You Do! (1996),Comedy,That Thing You Do! (1996),http://dbpedia.org/resource/That_Thing_You_Do!,8369
1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,To Gillian on Her 37th Birthday (1996),http://dbpedia.org/resource/To_Gillian_on_Her_37th_Birthday,14249
1044,Surviving Picasso (1996),Drama,Surviving Picasso (1996),http://dbpedia.org/resource/Surviving_Picasso,8484
1045,Love Is All There Is (1996),Comedy|Drama,Love Is All There Is (1996),http://dbpedia.org/resource/Love_Is_All_There_Is,8026
1046,Beautiful Thing (1996),Drama|Romance,Beautiful Thing (1996),http://dbpedia.org/resource/Beautiful_Thing_(film),8668
1047,"Long Kiss Goodnight, The (1996)",Action|Thriller,"Long Kiss Goodnight, The (1996)",http://dbpedia.org/resource/The_Long_Kiss_Goodnight,9128
1049,"Ghost and the Darkness, The (1996)",Action|Adventure,"Ghost and the Darkness, The (1996)",http://dbpedia.org/resource/The_Ghost_and_the_Darkness,10309
1050,Looking for Richard (1996),Documentary|Drama,Looking for Richard (1996),http://dbpedia.org/resource/Looking_for_Richard,9386
1051,Trees Lounge (1996),Drama,Trees Lounge (1996),http://dbpedia.org/resource/Trees_Lounge,11744
1052,"Proprietor, The (1996)",Drama,"Proprietor, The (1996)",http://dbpedia.org/resource/The_Proprietor,91
1053,Normal Life (1996),Crime|Drama,Normal Life (1996),http://dbpedia.org/resource/Normal_Life,13169
1054,Get on the Bus (1996),Drama,Get on the Bus (1996),http://dbpedia.org/resource/Get_on_the_Bus,8245
1055,Shadow Conspiracy (1997),Thriller,Shadow Conspiracy (1997),http://dbpedia.org/resource/Shadow_Conspiracy,14453
1056,Jude (1996),Drama,Jude (1996),http://dbpedia.org/resource/Jude_(film),1405
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,Everyone Says I Love You (1996),http://dbpedia.org/resource/Everyone_Says_I_Love_You,189
1060,Swingers (1996),Comedy|Drama,Swingers (1996),http://dbpedia.org/resource/Swingers_(1996_film),11478
