movieID,text_summery,title,img_url,img_name
346,"A dramatization of the Hamburg, Germany phase of The Beatles early history.",Backbeat (1993),"https://m.media-amazon.com/images/M/MV5BNTFlMjVlNWQtZjM1Zi00MzgxLTlhYmUtZDg1MzhkNjhiYzllXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UY268_CR0,0,182,268_AL_.jpg",346.jpg
347,"After hearing stories of her, a passenger on a cruise ship develops an irresistible infatuation with an eccentric paraplegic's wife.",Bitter Moon (1992),"https://m.media-amazon.com/images/M/MV5BNWViYWQzNDYtOGQ3Ny00N2IxLThmOTctZTZjNzVjYmVkMzhjXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_UX182_CR0,0,182,268_AL_.jpg",347.jpg
348,"In New York in 1928, a struggling playwright is forced to cast a mobster's talentless girlfriend in his latest drama in order to get it produced.",Bullets Over Broadway (1994),"https://m.media-amazon.com/images/M/MV5BM2M4MWU5NzItYTBkOC00ZjYxLTljZWEtYWMzODY3YmExMWY4XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg",348.jpg
349,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.,Clear and Present Danger (1994),"https://m.media-amazon.com/images/M/MV5BNDczOWNiMmEtZjA4MS00NDMzLWExNTktYjc0MGU0YTQ3ZDExXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg",349.jpg
350,A young boy who witnessed the suicide of a mafia lawyer hires an attorney to protect him when the District Attorney tries to use him to take down a mob family.,"Client, The (1994)","https://m.media-amazon.com/images/M/MV5BNGNjZWYwZGYtZWIxZC00OTYyLTllYTMtZWNiNmQ0YWUzMjkxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",350.jpg
351,"In 1959, a widower hires a kindly housekeeper/nanny to care for his seven-year-old daughter.","Corrina, Corrina (1994)","https://m.media-amazon.com/images/M/MV5BZTQ2YjBkMjctZDMyOC00YWRjLTg1ODAtM2ZlZDhkNWRiZTk2XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",351.jpg
352,"Spike Lees vibrant semi-autobiographical portrait of a school teacher, her stubborn jazz musician husband and their five kids living in Brooklyn in 1973.",Crooklyn (1994),"https://m.media-amazon.com/images/M/MV5BYWEyM2Q3NDktM2E2Ni00OWIyLWIyYmItMWEyOGRmN2FkZjQ3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg",352.jpg
353,A man brutally murdered comes back to life as an undead avenger of his and his fiancée's murder.,"Crow, The (1994)","https://m.media-amazon.com/images/M/MV5BM2Y4ZGVhZjItNjU0OC00MDk1LWI4ZTktYTgwMWJkNDE5OTcxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",353.jpg
354,A reporter hired to write the official biography of Ty Cobb discovers just how dark the baseball legends real story is.,Cobb (1994),"https://m.media-amazon.com/images/M/MV5BMzg5YzgwMjgtOWFiYy00YmEyLWJlY2EtZjg5YWQwOTlkMTBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",354.jpg
355,"In a parallel modern-day Stone Age world, a working-class family, the Flintstones, are set up for an executive job. But they learn that money can't buy happiness.","Flintstones, The (1994)","https://m.media-amazon.com/images/M/MV5BYzY0ZTk4YzctNzYzNy00ZDQ0LTg2Y2ItZTQyYzQxMjQwMDc2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",355.jpg
356,"The presidencies of Kennedy and Johnson, the events of Vietnam, Watergate and other historical events unfold through the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweetheart.",Forrest Gump (1994),"https://m.media-amazon.com/images/M/MV5BNWIwODRlZTUtY2U3ZS00Yzg1LWJhNzYtMmZiYmEyNmU1NjMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR1,0,182,268_AL_.jpg",356.jpg
357,"Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.",Four Weddings and a Funeral (1994),"https://m.media-amazon.com/images/M/MV5BMTMyNzg2NzgxNV5BMl5BanBnXkFtZTcwMTcxNzczNA@@._V1_UX182_CR0,0,182,268_AL_.jpg",357.jpg
358,"People from all different walks of life, encounter racial tension, rape, responsibility, and the meaning of an education on a university campus.",Higher Learning (1995),"https://m.media-amazon.com/images/M/MV5BOWFlM2FkM2YtZWFmMC00YjRlLThhNjAtYTY5MDQ3MDFkMDM3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",358.jpg
359,"Lisette and husband Chino face marital difficulties. She is fed up with the kids, while he has job troubles. His mother Rosaria hates Lisette and the neighborhood tramp has designs on Chino...See full summary »",I Like It Like That (1994),"https://m.media-amazon.com/images/M/MV5BZjRkNjJkNmItZTkwZC00NDI1LTg1NWItY2E5NTg4MmFkZjAxXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",359.jpg
360,Peter Brackett and Sabrina Peterson are two competing Chicago newspaper reporters who join forces to unravel the mystery behind a train derailment.,I Love Trouble (1994),"https://m.media-amazon.com/images/M/MV5BMWFhMTc1OWEtYmI1MS00YTcwLWI1ZmQtNjg0YWEyMDY1YjMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",360.jpg
361,A police officer promises to share his lottery ticket with a waitress in lieu of a tip.,It Could Happen to You (1994),"https://m.media-amazon.com/images/M/MV5BYzMxOGUzOWEtMGUxMi00ZWM1LWE3ODgtNzc4OGVjZmJhMmFmXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UY268_CR9,0,182,268_AL_.jpg",361.jpg
362,"Rudyard Kipling's classic tale of Mowgli, the orphaned jungle boy raised by wild animals, and how he becomes king of the jungle.","Jungle Book, The (1994)","https://m.media-amazon.com/images/M/MV5BMjRjNDk2NTItZGQ1OS00OGU0LWJhMzUtNmZkNDE4NDg0MDMyXkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_UX182_CR0,0,182,268_AL_.jpg",362.jpg
364,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.","Lion King, The (1994)","https://m.media-amazon.com/images/M/MV5BYTYxNGMyZTYtMjE3MS00MzNjLWFjNmYtMDk3N2FmM2JiM2M1XkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_UX182_CR0,0,182,268_AL_.jpg",364.jpg
365,"After the death of Lama Dorje, Tibetan Buddhist monks find three children - one American and two Nepalese - who may be the rebirth of their great teacher.",Little Buddha (1993),"https://m.media-amazon.com/images/M/MV5BZWU5NDg0ZWItZGU3MS00ZmQyLTk2MDUtMDU4ODZmZDU2OWY5XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",365.jpg
367,Bank clerk Stanley Ipkiss is transformed into a manic superhero when he wears a mysterious mask.,"Mask, The (1994)","https://m.media-amazon.com/images/M/MV5BOWExYjI5MzktNTRhNi00Nzg2LThkZmQtYWVkYjRlYWI2MDQ4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",367.jpg
368,"Bret Maverick, needing money for a poker tournament, faces various comic mishaps and challenges, including a charming woman thief.",Maverick (1994),"https://m.media-amazon.com/images/M/MV5BY2I1OTY2NmUtMGVlZi00NjNmLThkNTgtMjExMzRhOTM2MDJiXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",368.jpg
369,"Dorothy Parker remembers the heyday of the Algonquin Round Table, a circle of friends whose barbed wit, like hers, was fueled by alcohol and flirted with despair.",Mrs. Parker and the Vicious Circle (1994),"https://m.media-amazon.com/images/M/MV5BNWUwMDdhZWMtOGZkYy00ZTg2LTgwNTktZDVhZDM1MmFhODI4XkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_UX182_CR0,0,182,268_AL_.jpg",369.jpg
370,Frank Drebin (Leslie Nielsen) comes out of retirement to help Police Squad infiltrate a gang of terrorists planning to detonate a bomb at the Academy Awards.,Naked Gun 33 1/3: The Final Insult (1994),"https://m.media-amazon.com/images/M/MV5BZWYzZjVlMmUtZjNiZS00NWQ1LWIwMDAtZGMzYWNkOWU4NjUyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL_.jpg",370.jpg
371,"New York City tabloid editor Henry's faced with tough decisions while he faces several serious life challenges, and a tempting job offer.","Paper, The (1994)","https://m.media-amazon.com/images/M/MV5BYWJiZDAyMGYtMTJiOS00NWY2LTgzZjMtNzAyZTZlMzVlZWVmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",371.jpg
372,"A documentary filmmaker and her fellow Generation X graduates face life after college, looking for work and love in Houston.",Reality Bites (1994),"https://m.media-amazon.com/images/M/MV5BZWY1ZGEyY2YtNWZhNS00OGZhLTg3OWEtODE2M2U5NjE4YmUyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",372.jpg
373,"Upon arriving to a small town, a drifter is mistaken for a hitman, but when the real hitman arrives, complications ensue.",Red Rock West (1992),"https://m.media-amazon.com/images/M/MV5BNzhiMTQxYzMtOWI4NS00NWJiLWE5MDMtMmIzNjMxODNjZjBlXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",373.jpg
374,A rich young boy finds his family targeted in an inside job and must use his cunning to save them.,Richie Rich (1994),"https://m.media-amazon.com/images/M/MV5BOWRhMWEzMjMtYTFiYS00MTNlLWIxZTItNjEwZGQ1NDk3Y2NmXkEyXkFqcGdeQXVyODU4MjAxOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",374.jpg
375,A mother with seven sons feels like shes losing control of her life and her family. But personal pain and a troubled marriage fade into the background as news comes that one of her sons ...See full summary »,Safe Passage (1994),"https://m.media-amazon.com/images/M/MV5BYTI1ODdiYWYtYTI0MC00OWY3LTg3YjAtODYzYTJlZjQ0YmY0XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg",375.jpg
376,Rafting expert Gail takes on a pair of armed killers while navigating a spectacularly violent river.,"River Wild, The (1994)","https://m.media-amazon.com/images/M/MV5BYWQyYTZjNTYtNGRiMi00ZTVhLTk0ZWEtZDA0OTVmMDk4OGE2XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",376.jpg
377,A young police officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.,Speed (1994),"https://m.media-amazon.com/images/M/MV5BYjc0MjYyN2EtZGRhMy00NzJiLWI2Y2QtYzhiYTU3NzAxNzg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",377.jpg
378,Two political speechwriters fall in love before they find out they are working for candidates on opposite sides.,Speechless (1994),"https://m.media-amazon.com/images/M/MV5BYmMyMWY0MmMtYTQyZS00NDI4LTk4OTQtY2MxOGMwNzNjMWVmXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_UY268_CR4,0,182,268_AL_.jpg",378.jpg
379,"Max Walker, an officer for a security agency that regulates time travel, must fend for his life against a shady politician who's intent on changing the past to control the future.",Timecop (1994),"https://m.media-amazon.com/images/M/MV5BOGUxOTI3OGUtY2UyYS00NzRmLTk2ODQtMGRjZGY2Mjk5NTczXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_UY268_CR1,0,182,268_AL_.jpg",379.jpg
380,"A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used-car salesman while terrorists smuggle nuclear war heads into the United States.",True Lies (1994),"https://m.media-amazon.com/images/M/MV5BYzg5YmUyNGMtMThiNS00MjA2LTgwZDctNDlhM2RkZDNmZmRkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",380.jpg
381,The seemingly perfect relationship between a man and his wife is tested as a result of her alcoholism.,When a Man Loves a Woman (1994),"https://m.media-amazon.com/images/M/MV5BODBhYzRiN2ItYjgxMS00MGUwLTg2ODEtY2UzYWM1NzdlYjQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",381.jpg
382,Publisher Will Randall becomes a werewolf and has to fight to keep his job.,Wolf (1994),"https://m.media-amazon.com/images/M/MV5BMjY3NTgxZGItMWU2Mi00OTQ0LTg2OGQtYWI3NzU4MTYxMTBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",382.jpg
383,The story of Wyatt Earp as he interacts and battles other famous figures of the Wild West era.,Wyatt Earp (1994),"https://m.media-amazon.com/images/M/MV5BZTY2NDVhZGUtZTY2MC00MTBhLTg4YTQtN2ZiODU4OWM2YTNjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",383.jpg
384,"Nelson Crowe is a CIA operative under the thumb of the Company for a disputed delivery of $50,000 in gold. They blackmail him into working for the Grimes Organization, which is set up as a ...See full summary »",Bad Company (1995),"https://m.media-amazon.com/images/M/MV5BZDNkMGQwNTYtYTJjYi00NTk4LTllYTktMzVhYTkxNWZjNmU2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",384.jpg
385,"Alfred Byrne (Albert Finney) is a middle-aged bus conductor in Dublin, Ireland in 1963. He would appear to live a life of quiet desperation: hes gay, but firmly closeted, and his sister is...See full summary »","Man of No Importance, A (1994)","https://m.media-amazon.com/images/M/MV5BMTM0MTQxOTIwM15BMl5BanBnXkFtZTcwMTUyMTkxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",385.jpg
386,An alienated and misanthropic teenager gains sudden and unwanted celebrity status after he's taken hostage by terrorists where his indifference to their threats to kill him makes news headlines.,S.F.W. (1994),"https://m.media-amazon.com/images/M/MV5BNDlhMDg4OGQtYjIxMi00ZjY0LWEwOTktOWU3YWRiYzZlZjRiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",386.jpg
387,"An ex-cop, now a private detective, takes on the search for the millions stolen by a drug lord.","Low Down Dirty Shame, A (1994)","https://m.media-amazon.com/images/M/MV5BMmE2Y2FmNmEtNzc5OC00OTUyLThlY2QtODQ4NTI4OTJhMzAwXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_UX182_CR0,0,182,268_AL_.jpg",387.jpg
388,"Each of the three short films in this collection presents a young gay man at the threshold of adulthood. In ""Pool Days,"" Justin is a 17-year old Bethesda lad, hired as the evening life ...See full summary »",Boys Life (1995),"https://m.media-amazon.com/images/M/MV5BMTM0ODA1MzEwM15BMl5BanBnXkFtZTcwNjQ3ODYxMQ@@._V1_UY268_CR9,0,182,268_AL_.jpg",388.jpg
389,Colonel Chabert has been severely wounded in the French-Russian Napoleonic war to the point that the medical examiner has signed his death certificate. When he regains his health and memory...See full summary »,"Colonel Chabert, Le (1994)","https://m.media-amazon.com/images/M/MV5BMTM1NTEyNjQ3MF5BMl5BanBnXkFtZTcwMzg4NTYxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",389.jpg
390,"Three go-go dancers holding a young girl hostage come across a crippled old man living with his two sons in the desert. After learning he's hiding a sum of cash around, the women start scheming on him.",Faster Pussycat! Kill! Kill! (1965),"https://m.media-amazon.com/images/M/MV5BYzQzODhjOTktZDY2ZS00Y2E0LTgwZWEtNzdlOWI4MjY4OWMyXkEyXkFqcGdeQXVyMjUxOTQ5MzA@._V1_UY268_CR8,0,182,268_AL_.jpg",390.jpg
391,"Two brothers, survivors of family tragedy, take different life paths: one falls for a high-spirited waitress and dreams of success, the other follows a life of petty crime. Their lives reconnect in shattering fashion.",Jason's Lyric (1994),"https://m.media-amazon.com/images/M/MV5BYWI3Zjc5ZGYtMDVmOS00MDI3LTlkZjAtODZlM2JhYWFjZjBjXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",391.jpg
392,A boy born the size of a small doll is kidnapped by a genetic lab and must find a way back to his father in this inventive adventure filmed using stop motion animation techniques. Tom meets...See full summary »,"Secret Adventures of Tom Thumb, The (1993)","https://m.media-amazon.com/images/M/MV5BMTk1NTQ4NjM4NV5BMl5BanBnXkFtZTcwNjEzMzkxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",392.jpg
393,Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.,Street Fighter (1994),"https://m.media-amazon.com/images/M/MV5BY2JhYjUzYzAtMWFhMi00YzIyLTllZGQtMTAzNThkNTJhNTBmXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg",393.jpg
394,A bookie is promoted to Hitman and seemingly excels at his new found job.,Coldblooded (1995),"https://m.media-amazon.com/images/M/MV5BMTk5NDM3OTE0OV5BMl5BanBnXkFtZTYwNTkwMjQ5._V1_UX182_CR0,0,182,268_AL_.jpg",394.jpg
395,"Jackie and Eugene are joined by a mystical wind tunnel which enables them to speak across a 500-mile desert. Believed by the Indians to be an omen of good luck, the wind inspires both ...See full summary »",Desert Winds (1995),"https://m.media-amazon.com/images/M/MV5BMjA0NDc0NTU3OF5BMl5BanBnXkFtZTcwMzMyNDkyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",395.jpg
396,"Three young men decide to plan a mock kidnapping, but everything goes wrong because a real bank robbery was already planned by two other guys.",Fall Time (1995),"https://m.media-amazon.com/images/M/MV5BYjU0ZGI5OGQtMWVlMy00YmQzLTk4ZDEtOTYyNzhjMzljMjA1XkEyXkFqcGdeQXVyNzYxODU3NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",396.jpg
397,"A weekend group goes to a remote cabin for ""fear therapy"". While each person is working to conquer their worst fears, they all become terrorized by a living monster made of wood which ...See full summary »","Fear, The (1995)","https://m.media-amazon.com/images/M/MV5BMjE1NzkyNjM2OF5BMl5BanBnXkFtZTcwNzU3MjIyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",397.jpg
398,"A documentary about two famed Disney animators, Frank and Ollie.",Frank and Ollie (1995),"https://m.media-amazon.com/images/M/MV5BMzc5M2NkNTYtNDg3NS00NTQ1LWJjMzYtZjhmMGI1NzkzNGY0XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_UY268_CR0,0,182,268_AL_.jpg",398.jpg
399,"A runaway meets up with a young man in the bus station who leads her to a rendezvous with two others who are planning a bank robbery. She is convinced to drive the getaway car for $5,000 ...See full summary »",Girl in the Cadillac (1995),"https://m.media-amazon.com/images/M/MV5BMTgxMzIwMzI2Ml5BMl5BanBnXkFtZTcwMDAyMzIyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",399.jpg
400,"In New Mexico, the widow and former teacher Katherine Samuel reluctantly hires the lonely mathematician and genius Archie Landrum to be her gardener and soon they become good friends. When ...See full summary »",Homage (1995),"https://m.media-amazon.com/images/M/MV5BMTIyMjU0MjkwM15BMl5BanBnXkFtZTcwMDAzOTIyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",400.jpg
401,Matteo Juarez is a retired detective hired by a local businessman to follow his wife Jennifer. She has a split personality and seems to be putting herself in danger without knowing it.,Mirage (1995),"https://m.media-amazon.com/images/M/MV5BMjE3MTc3MzIwNF5BMl5BanBnXkFtZTcwOTQ5NDYxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",401.jpg
402,"When the television ratings machines suddenly malfunction, public television suddenly, but mistakenly, soars to #1 in this humorous satire.",Open Season (1996),"https://m.media-amazon.com/images/M/MV5BMjM0NTc2OTcyMV5BMl5BanBnXkFtZTgwNDE5NTgwMzE@._V1_UX182_CR0,0,182,268_AL_.jpg",402.jpg
404,"Brother Minister reveals the mystery surrounding the assassination of Malcolm X at the Audubon Ballroom in New York City on February 21, 1965. It probes the innocence of two of the ...See full summary »",Brother Minister: The Assassination of Malcolm X (1994),"https://m.media-amazon.com/images/M/MV5BNDA2MTYyNDE4NV5BMl5BanBnXkFtZTcwOTY5ODA3NA@@._V1_UY268_CR7,0,182,268_AL_.jpg",404.jpg
406,"In Providences Italian neighborhood, Federal Hill, five young men face their choices as they become adults. Bobby, whos sort of dim, owes $30,000 to a counterfeiter whos demanding ...See full summary »",Federal Hill (1994),"https://m.media-amazon.com/images/M/MV5BYWNkZTg5Y2EtNmE5Yi00YTI0LWFlNGEtNjhkN2I4NDU0NDlhXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UY268_CR0,0,182,268_AL_.jpg",406.jpg
407,An insurance investigator begins discovering that the impact a horror writer's books have on his fans is more than inspirational.,In the Mouth of Madness (1995),"https://m.media-amazon.com/images/M/MV5BYjNkMWVkYTUtYzUwZi00ZWI1LTg3MzktZjVkNDQxZjFhOTY1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",407.jpg
408,"This movie chronicles the life of Lane Frost, 1987 PRCA Bull Riding World Champion, his marriage and his friendships with Tuff Hedeman (three-time World Champion) and Cody Lambert.",8 Seconds (1994),"https://m.media-amazon.com/images/M/MV5BYjY4Nzk5NzItYjAyNy00NzgwLTgwMTQtMTM4MDkyOTk0ODFjXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UY268_CR0,0,182,268_AL_.jpg",408.jpg
409,"Story of a promising high school basketball star and his relationships with two brothers, one a drug dealer and the other a former basketball star fallen on hard times and now employed as a security guard.",Above the Rim (1994),"https://m.media-amazon.com/images/M/MV5BNDE5M2I4OWEtZDUyMS00ODYwLTkxNWYtZmNlNjEzOWRlYjc0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",409.jpg
410,"The Addams Family try to rescue their beloved Uncle Fester from his gold-digging new love, a black widow named Debbie.",Addams Family Values (1993),"https://m.media-amazon.com/images/M/MV5BZWFhNjY0YjItNjM5NC00NzAwLWI3ZWUtMTlkNTA0ZWVkNjBkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",410.jpg
412,"A tale of nineteenth-century New York high society in which a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin.","Age of Innocence, The (1993)","https://m.media-amazon.com/images/M/MV5BMDhkN2FhYTktYWUwNy00NTE5LWJiYjYtMGNlODIyNDc5MWZhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",412.jpg
413,Three band members hoping for a big break head to a radio station to play their demo tape and wind up holding everyone hostage with plastic guns when the head D.J. refuses to play them.,Airheads (1994),"https://m.media-amazon.com/images/M/MV5BMGIxNjVlMzUtMDE0ZC00OTRlLThkMGMtMWU2MWQ4ZTY1OGJmL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",413.jpg
414,"Jimmy Dolan is a college basketball coach who wants a big promotion. To get it, he needs to make a dramatic find. He ends up deep in Africa, hoping to recruit Saleh, a huge basketball ...See full summary »","Air Up There, The (1994)","https://m.media-amazon.com/images/M/MV5BYjJjN2NhMmQtMDY5Zi00MDY5LWEwYmYtNGUwODVkNTZhNTY2XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",414.jpg
415,Two immature detectives are joined by a pesky assistant district attorney in staking out a lakeside home where a Mafia trial witness is believed to be heading.,Another Stakeout (1993),"https://m.media-amazon.com/images/M/MV5BNWZmMzIwZTgtYmMyZi00ZWMwLWJjYzYtNGQzNTE1NmVlNjkxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",415.jpg
416,Four prostitutes join together to travel the Old West.,Bad Girls (1994),"https://m.media-amazon.com/images/M/MV5BMDNiZjUyOTQtODFlYS00OTA1LWExMDctYTUwNDY5MDIwYmI1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",416.jpg
417,"Ted, a stuffy white guy from Illinois working in sales for the Barcelona office of a US corporation, is paid an unexpected visit by his somewhat less stuffy cousin Fred, who is an officer ...See full summary »",Barcelona (1994),"https://m.media-amazon.com/images/M/MV5BNWU2YzE2YzctNDg1OS00ZDdhLWI3M2ItYWY1MzExZjlmOGM5XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY268_CR1,0,182,268_AL_.jpg",417.jpg
418,One man must learn the meaning of courage across four lifetimes centuries apart.,Being Human (1993),"https://m.media-amazon.com/images/M/MV5BZjJkNjQ1YjQtNmYzMC00ZmMzLWIwZDktNWJkNmE5NGMwOTNjXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_UX182_CR0,0,182,268_AL_.jpg",418.jpg
419,"A feature adaptation of the classic television show, when nice guy redneck Jed Clampett strikes it rich when he finds black oil, and moves him and his kin to posh Beverly Hills.","Beverly Hillbillies, The (1993)","https://m.media-amazon.com/images/M/MV5BYTE3YjcwNTYtY2IwNi00MDlhLTlhMzMtOGM1YzI5MTU5OGNkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",419.jpg
420,"Axel Foley, while investigating a car theft ring, comes across something much bigger than that: the same men who killed his boss are running a counterfeit money ring out of a theme park in Los Angeles.",Beverly Hills Cop III (1994),"https://m.media-amazon.com/images/M/MV5BOTdhMTU4MzMtYTVjMi00MTYzLTkxZDYtOWUwYjI0NDFjZTY1XkEyXkFqcGdeQXVyMDEwMjgxNg@@._V1_UX182_CR0,0,182,268_AL_.jpg",420.jpg
421,"The fates of horses, and the people who own and command them, are revealed as Black Beauty narrates the circle of his life.",Black Beauty (1994),"https://m.media-amazon.com/images/M/MV5BODUwYmY3ODUtOTE3Zi00OTEyLTkwOWEtZWE0MTAzYmNkNzI0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UY268_CR0,0,182,268_AL_.jpg",421.jpg
422,"Emma, a blind violinist who had recently undergone a revolutionary surgery, joins with a police detective to track a serial killer after she was an inadvertent witness to his latest crime.",Blink (1994),"https://m.media-amazon.com/images/M/MV5BMzcyNWE1YWMtN2VjYy00YTVmLWIyOTktNzQ2NTc1YjhiZDhlXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg",422.jpg
423,An Irish bomber escapes from prison and targets a member of the Boston bomb squad.,Blown Away (1994),"https://m.media-amazon.com/images/M/MV5BMzgxYjA3YmEtYjZiNC00ZjdhLTg3MzQtNmIwN2RhM2QyMjIxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",423.jpg
424,A college basketball coach is forced to break the rules in order to get the players he needs to stay competitive.,Blue Chips (1994),"https://m.media-amazon.com/images/M/MV5BMTMwMzI3MDk0MV5BMl5BanBnXkFtZTcwMzMxMzgyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",424.jpg
